[SchoolYearCode]+' School Year',County,District Code,District Name,District Organization Id,ESD Name,ESD Organization Id,Organization,OrganizationCode,organizationid9,Organizationid10,OrganizationLevel (PublicDirectory),OrganizationName,QualitificationName,School Code,School Name,School Organization Id,SchoolYear,SchoolYearCode,teacher/teachers,Teacher Count,Teacher Percent,Teacher Total Count
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - North Beach Elementary School,3218,101122,101122,School,North Beach Elementary School,Out-of-Field status,3218.0,North Beach Elementary School,101122.0,2018-19,2018-19,teachers,4,12.1%,33
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Northgate Elementary School,3027,101115,101115,School,Northgate Elementary School,Inexperienced status,3027.0,Northgate Elementary School,101115.0,2018-19,2018-19,teachers,6,23.1%,26
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Northgate Elementary School,3027,101115,101115,School,Northgate Elementary School,Limited Certificate status,3027.0,Northgate Elementary School,101115.0,2018-19,2018-19,teachers,1,3.8%,26
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Northgate Elementary School,3027,101115,101115,School,Northgate Elementary School,Out-of-Field status,3027.0,Northgate Elementary School,101115.0,2018-19,2018-19,teachers,0,0.0%,26
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Nova High School,3868,101147,101147,School,Nova High School,Inexperienced status,3868.0,Nova High School,101147.0,2018-19,2018-19,teachers,3,17.6%,17
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Nova High School,3868,101147,101147,School,Nova High School,Limited Certificate status,3868.0,Nova High School,101147.0,2018-19,2018-19,teachers,1,5.6%,18
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Nova High School,3868,101147,101147,School,Nova High School,Out-of-Field status,3868.0,Nova High School,101147.0,2018-19,2018-19,teachers,5,25.0%,20
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Olympic Hills Elementary School,2976,101112,101112,School,Olympic Hills Elementary School,Inexperienced status,2976.0,Olympic Hills Elementary School,101112.0,2018-19,2018-19,teachers,19,48.7%,39
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Olympic Hills Elementary School,2976,101112,101112,School,Olympic Hills Elementary School,Limited Certificate status,2976.0,Olympic Hills Elementary School,101112.0,2018-19,2018-19,teachers,1,2.6%,39
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Olympic Hills Elementary School,2976,101112,101112,School,Olympic Hills Elementary School,Out-of-Field status,2976.0,Olympic Hills Elementary School,101112.0,2018-19,2018-19,teachers,0,0.0%,39
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Olympic View Elementary School,2256,101076,101076,School,Olympic View Elementary School,Inexperienced status,2256.0,Olympic View Elementary School,101076.0,2018-19,2018-19,teachers,11,36.7%,30
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Olympic View Elementary School,2256,101076,101076,School,Olympic View Elementary School,Limited Certificate status,2256.0,Olympic View Elementary School,101076.0,2018-19,2018-19,teachers,3,10.0%,30
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Olympic View Elementary School,2256,101076,101076,School,Olympic View Elementary School,Out-of-Field status,2256.0,Olympic View Elementary School,101076.0,2018-19,2018-19,teachers,1,3.3%,30
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Orca K-8 School,4065,101168,101168,School,Orca K-8 School,Inexperienced status,4065.0,Orca K-8 School,101168.0,2018-19,2018-19,teachers,11,36.7%,30
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Orca K-8 School,4065,101168,101168,School,Orca K-8 School,Limited Certificate status,4065.0,Orca K-8 School,101168.0,2018-19,2018-19,teachers,2,6.3%,32
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Orca K-8 School,4065,101168,101168,School,Orca K-8 School,Out-of-Field status,4065.0,Orca K-8 School,101168.0,2018-19,2018-19,teachers,5,14.3%,35
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Pathfinder K-8 School,1620,100990,100990,School,Pathfinder K-8 School,Inexperienced status,1620.0,Pathfinder K-8 School,100990.0,2018-19,2018-19,teachers,8,22.2%,36
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Pathfinder K-8 School,1620,100990,100990,School,Pathfinder K-8 School,Limited Certificate status,1620.0,Pathfinder K-8 School,100990.0,2018-19,2018-19,teachers,2,5.4%,37
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Pathfinder K-8 School,1620,100990,100990,School,Pathfinder K-8 School,Out-of-Field status,1620.0,Pathfinder K-8 School,100990.0,2018-19,2018-19,teachers,4,10.0%,40
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Queen Anne Elementary,5204,105167,105167,School,Queen Anne Elementary,Inexperienced status,5204.0,Queen Anne Elementary,105167.0,2018-19,2018-19,teachers,7,31.8%,22
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Queen Anne Elementary,5204,105167,105167,School,Queen Anne Elementary,Limited Certificate status,5204.0,Queen Anne Elementary,105167.0,2018-19,2018-19,teachers,1,4.5%,22
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Queen Anne Elementary,5204,105167,105167,School,Queen Anne Elementary,Out-of-Field status,5204.0,Queen Anne Elementary,105167.0,2018-19,2018-19,teachers,1,4.3%,23
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Rainier Beach High School,3327,101125,101125,School,Rainier Beach High School,Inexperienced status,3327.0,Rainier Beach High School,101125.0,2018-19,2018-19,teachers,22,39.3%,56
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Rainier Beach High School,3327,101125,101125,School,Rainier Beach High School,Limited Certificate status,3327.0,Rainier Beach High School,101125.0,2018-19,2018-19,teachers,8,13.6%,59
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Rainier Beach High School,3327,101125,101125,School,Rainier Beach High School,Out-of-Field status,3327.0,Rainier Beach High School,101125.0,2018-19,2018-19,teachers,11,16.4%,67
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Rainier View Elementary School,3380,101128,101128,School,Rainier View Elementary School,Inexperienced status,3380.0,Rainier View Elementary School,101128.0,2018-19,2018-19,teachers,7,29.2%,24
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Rainier View Elementary School,3380,101128,101128,School,Rainier View Elementary School,Limited Certificate status,3380.0,Rainier View Elementary School,101128.0,2018-19,2018-19,teachers,2,8.3%,24
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Rainier View Elementary School,3380,101128,101128,School,Rainier View Elementary School,Out-of-Field status,3380.0,Rainier View Elementary School,101128.0,2018-19,2018-19,teachers,4,14.3%,28
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Residential Consortium,4263,101176,101176,School,Residential Consortium,Inexperienced status,4263.0,Residential Consortium,101176.0,2018-19,2018-19,teachers,1,11.1%,9
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Residential Consortium,4263,101176,101176,School,Residential Consortium,Limited Certificate status,4263.0,Residential Consortium,101176.0,2018-19,2018-19,teachers,0,0.0%,9
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Residential Consortium,4263,101176,101176,School,Residential Consortium,Out-of-Field status,4263.0,Residential Consortium,101176.0,2018-19,2018-19,teachers,1,10.0%,10
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Rising Star Elementary School,2120,101051,101051,School,Rising Star Elementary School,Inexperienced status,2120.0,Rising Star Elementary School,101051.0,2018-19,2018-19,teachers,18,46.2%,39
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Rising Star Elementary School,2120,101051,101051,School,Rising Star Elementary School,Limited Certificate status,2120.0,Rising Star Elementary School,101051.0,2018-19,2018-19,teachers,1,2.6%,39
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Rising Star Elementary School,2120,101051,101051,School,Rising Star Elementary School,Out-of-Field status,2120.0,Rising Star Elementary School,101051.0,2018-19,2018-19,teachers,0,0.0%,39
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Robert Eagle Staff Middle School,5486,106069,106069,School,Robert Eagle Staff Middle School,Inexperienced status,5486.0,Robert Eagle Staff Middle School,106069.0,2018-19,2018-19,teachers,19,39.6%,48
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Robert Eagle Staff Middle School,5486,106069,106069,School,Robert Eagle Staff Middle School,Limited Certificate status,5486.0,Robert Eagle Staff Middle School,106069.0,2018-19,2018-19,teachers,6,11.3%,53
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Robert Eagle Staff Middle School,5486,106069,106069,School,Robert Eagle Staff Middle School,Out-of-Field status,5486.0,Robert Eagle Staff Middle School,106069.0,2018-19,2018-19,teachers,9,16.1%,56
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Roosevelt High School,2285,101079,101079,School,Roosevelt High School,Inexperienced status,2285.0,Roosevelt High School,101079.0,2018-19,2018-19,teachers,24,22.9%,105
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Roosevelt High School,2285,101079,101079,School,Roosevelt High School,Limited Certificate status,2285.0,Roosevelt High School,101079.0,2018-19,2018-19,teachers,10,8.8%,113
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Roosevelt High School,2285,101079,101079,School,Roosevelt High School,Out-of-Field status,2285.0,Roosevelt High School,101079.0,2018-19,2018-19,teachers,18,14.6%,123
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Roxhill Elementary School,3157,101120,101120,School,Roxhill Elementary School,Inexperienced status,3157.0,Roxhill Elementary School,101120.0,2018-19,2018-19,teachers,13,38.2%,34
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Roxhill Elementary School,3157,101120,101120,School,Roxhill Elementary School,Limited Certificate status,3157.0,Roxhill Elementary School,101120.0,2018-19,2018-19,teachers,0,0.0%,34
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Roxhill Elementary School,3157,101120,101120,School,Roxhill Elementary School,Out-of-Field status,3157.0,Roxhill Elementary School,101120.0,2018-19,2018-19,teachers,0,0.0%,34
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Sacajawea Elementary School,3028,101116,101116,School,Sacajawea Elementary School,Inexperienced status,3028.0,Sacajawea Elementary School,101116.0,2018-19,2018-19,teachers,7,28.0%,25
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Sacajawea Elementary School,3028,101116,101116,School,Sacajawea Elementary School,Limited Certificate status,3028.0,Sacajawea Elementary School,101116.0,2018-19,2018-19,teachers,2,7.7%,26
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Sacajawea Elementary School,3028,101116,101116,School,Sacajawea Elementary School,Out-of-Field status,3028.0,Sacajawea Elementary School,101116.0,2018-19,2018-19,teachers,2,7.4%,27
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Salmon Bay K-8 School,1796,101006,101006,School,Salmon Bay K-8 School,Inexperienced status,1796.0,Salmon Bay K-8 School,101006.0,2018-19,2018-19,teachers,11,26.8%,41
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Salmon Bay K-8 School,1796,101006,101006,School,Salmon Bay K-8 School,Limited Certificate status,1796.0,Salmon Bay K-8 School,101006.0,2018-19,2018-19,teachers,1,2.4%,42
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Salmon Bay K-8 School,1796,101006,101006,School,Salmon Bay K-8 School,Out-of-Field status,1796.0,Salmon Bay K-8 School,101006.0,2018-19,2018-19,teachers,7,14.6%,48
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Sand Point Elementary,5205,105168,105168,School,Sand Point Elementary,Inexperienced status,5205.0,Sand Point Elementary,105168.0,2018-19,2018-19,teachers,7,31.8%,22
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Sand Point Elementary,5205,105168,105168,School,Sand Point Elementary,Limited Certificate status,5205.0,Sand Point Elementary,105168.0,2018-19,2018-19,teachers,2,9.1%,22
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Sand Point Elementary,5205,105168,105168,School,Sand Point Elementary,Out-of-Field status,5205.0,Sand Point Elementary,105168.0,2018-19,2018-19,teachers,0,0.0%,22
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Sanislo Elementary School,3665,101137,101137,School,Sanislo Elementary School,Inexperienced status,3665.0,Sanislo Elementary School,101137.0,2018-19,2018-19,teachers,6,27.3%,22
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Sanislo Elementary School,3665,101137,101137,School,Sanislo Elementary School,Limited Certificate status,3665.0,Sanislo Elementary School,101137.0,2018-19,2018-19,teachers,0,0.0%,22
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Sanislo Elementary School,3665,101137,101137,School,Sanislo Elementary School,Out-of-Field status,3665.0,Sanislo Elementary School,101137.0,2018-19,2018-19,teachers,3,12.5%,24
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1,17001,100229,100229,District,Seattle School District #1,Inexperienced status,,District Total,,2018-19,2018-19,teachers,"1,222",32.6%,"3,745"
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1,17001,100229,100229,District,Seattle School District #1,Limited Certificate status,,District Total,,2018-19,2018-19,teachers,248,6.4%,"3,874"
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1,17001,100229,100229,District,Seattle School District #1,Out-of-Field status,,District Total,,2018-19,2018-19,teachers,444,10.7%,"4,146"
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Seattle Skills Center,5260,105454,105454,School,Seattle Skills Center,Inexperienced status,5260.0,Seattle Skills Center,105454.0,2018-19,2018-19,teachers,3,27.3%,11
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Seattle Skills Center,5260,105454,105454,School,Seattle Skills Center,Limited Certificate status,5260.0,Seattle Skills Center,105454.0,2018-19,2018-19,teachers,0,0.0%,11
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Seattle Skills Center,5260,105454,105454,School,Seattle Skills Center,Out-of-Field status,5260.0,Seattle Skills Center,105454.0,2018-19,2018-19,teachers,0,0.0%,11
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Seattle World School,1596,100989,100989,School,Seattle World School,Inexperienced status,1596.0,Seattle World School,100989.0,2018-19,2018-19,teachers,7,28.0%,25
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Seattle World School,1596,100989,100989,School,Seattle World School,Limited Certificate status,1596.0,Seattle World School,100989.0,2018-19,2018-19,teachers,0,0.0%,25
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Seattle World School,1596,100989,100989,School,Seattle World School,Out-of-Field status,1596.0,Seattle World School,100989.0,2018-19,2018-19,teachers,6,19.4%,31
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - South Lake High School,3778,101144,101144,School,South Lake High School,Inexperienced status,3778.0,South Lake High School,101144.0,2018-19,2018-19,teachers,6,26.1%,23
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - South Lake High School,3778,101144,101144,School,South Lake High School,Limited Certificate status,3778.0,South Lake High School,101144.0,2018-19,2018-19,teachers,2,8.3%,24
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - South Lake High School,3778,101144,101144,School,South Lake High School,Out-of-Field status,3778.0,South Lake High School,101144.0,2018-19,2018-19,teachers,4,14.8%,27
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - South Shore PK-8 School,4218,101173,101173,School,South Shore PK-8 School,Inexperienced status,4218.0,South Shore PK-8 School,101173.0,2018-19,2018-19,teachers,24,46.2%,52
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - South Shore PK-8 School,4218,101173,101173,School,South Shore PK-8 School,Limited Certificate status,4218.0,South Shore PK-8 School,101173.0,2018-19,2018-19,teachers,3,5.8%,52
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - South Shore PK-8 School,4218,101173,101173,School,South Shore PK-8 School,Out-of-Field status,4218.0,South Shore PK-8 School,101173.0,2018-19,2018-19,teachers,5,8.8%,57
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Stephen Decatur Elementary School,5488,106071,106071,School,Stephen Decatur Elementary School,Inexperienced status,5488.0,Stephen Decatur Elementary School,106071.0,2018-19,2018-19,teachers,10,55.6%,18
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Stephen Decatur Elementary School,5488,106071,106071,School,Stephen Decatur Elementary School,Limited Certificate status,5488.0,Stephen Decatur Elementary School,106071.0,2018-19,2018-19,teachers,1,5.3%,19
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Stephen Decatur Elementary School,5488,106071,106071,School,Stephen Decatur Elementary School,Out-of-Field status,5488.0,Stephen Decatur Elementary School,106071.0,2018-19,2018-19,teachers,4,19.0%,21
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Stevens Elementary School,2080,101041,101041,School,Stevens Elementary School,Inexperienced status,2080.0,Stevens Elementary School,101041.0,2018-19,2018-19,teachers,8,28.6%,28
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Stevens Elementary School,2080,101041,101041,School,Stevens Elementary School,Limited Certificate status,2080.0,Stevens Elementary School,101041.0,2018-19,2018-19,teachers,3,10.3%,29
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Stevens Elementary School,2080,101041,101041,School,Stevens Elementary School,Out-of-Field status,2080.0,Stevens Elementary School,101041.0,2018-19,2018-19,teachers,2,6.9%,29
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - The Center School,1856,101013,101013,School,The Center School,Inexperienced status,1856.0,The Center School,101013.0,2018-19,2018-19,teachers,5,27.8%,18
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - The Center School,1856,101013,101013,School,The Center School,Limited Certificate status,1856.0,The Center School,101013.0,2018-19,2018-19,teachers,4,18.2%,22
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - The Center School,1856,101013,101013,School,The Center School,Out-of-Field status,1856.0,The Center School,101013.0,2018-19,2018-19,teachers,6,25.0%,24
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Thornton Creek Elementary School,3974,101159,101159,School,Thornton Creek Elementary School,Inexperienced status,3974.0,Thornton Creek Elementary School,101159.0,2018-19,2018-19,teachers,18,37.5%,48
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Thornton Creek Elementary School,3974,101159,101159,School,Thornton Creek Elementary School,Limited Certificate status,3974.0,Thornton Creek Elementary School,101159.0,2018-19,2018-19,teachers,0,0.0%,48
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Thornton Creek Elementary School,3974,101159,101159,School,Thornton Creek Elementary School,Out-of-Field status,3974.0,Thornton Creek Elementary School,101159.0,2018-19,2018-19,teachers,3,6.0%,50
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Thurgood Marshall Elementary,2141,101056,101056,School,Thurgood Marshall Elementary,Inexperienced status,2141.0,Thurgood Marshall Elementary,101056.0,2018-19,2018-19,teachers,15,39.5%,38
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Thurgood Marshall Elementary,2141,101056,101056,School,Thurgood Marshall Elementary,Limited Certificate status,2141.0,Thurgood Marshall Elementary,101056.0,2018-19,2018-19,teachers,1,2.6%,38
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Thurgood Marshall Elementary,2141,101056,101056,School,Thurgood Marshall Elementary,Out-of-Field status,2141.0,Thurgood Marshall Elementary,101056.0,2018-19,2018-19,teachers,0,0.0%,38
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Tops K-8 School,1579,100976,100976,School,Tops K-8 School,Inexperienced status,1579.0,Tops K-8 School,100976.0,2018-19,2018-19,teachers,15,41.7%,36
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Tops K-8 School,1579,100976,100976,School,Tops K-8 School,Limited Certificate status,1579.0,Tops K-8 School,100976.0,2018-19,2018-19,teachers,0,0.0%,36
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Tops K-8 School,1579,100976,100976,School,Tops K-8 School,Out-of-Field status,1579.0,Tops K-8 School,100976.0,2018-19,2018-19,teachers,4,10.3%,39
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - View Ridge Elementary School,2667,101099,101099,School,View Ridge Elementary School,Inexperienced status,2667.0,View Ridge Elementary School,101099.0,2018-19,2018-19,teachers,10,28.6%,35
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - View Ridge Elementary School,2667,101099,101099,School,View Ridge Elementary School,Limited Certificate status,2667.0,View Ridge Elementary School,101099.0,2018-19,2018-19,teachers,1,2.9%,35
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - View Ridge Elementary School,2667,101099,101099,School,View Ridge Elementary School,Out-of-Field status,2667.0,View Ridge Elementary School,101099.0,2018-19,2018-19,teachers,0,0.0%,35
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Viewlands Elementary School,2977,101113,101113,School,Viewlands Elementary School,Inexperienced status,2977.0,Viewlands Elementary School,101113.0,2018-19,2018-19,teachers,10,29.4%,34
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Viewlands Elementary School,2977,101113,101113,School,Viewlands Elementary School,Limited Certificate status,2977.0,Viewlands Elementary School,101113.0,2018-19,2018-19,teachers,0,0.0%,34
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Viewlands Elementary School,2977,101113,101113,School,Viewlands Elementary School,Out-of-Field status,2977.0,Viewlands Elementary School,101113.0,2018-19,2018-19,teachers,1,2.9%,35
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Washington Middle School,4064,101167,101167,School,Washington Middle School,Inexperienced status,4064.0,Washington Middle School,101167.0,2018-19,2018-19,teachers,16,37.2%,43
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Washington Middle School,4064,101167,101167,School,Washington Middle School,Limited Certificate status,4064.0,Washington Middle School,101167.0,2018-19,2018-19,teachers,5,11.1%,45
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Washington Middle School,4064,101167,101167,School,Washington Middle School,Out-of-Field status,4064.0,Washington Middle School,101167.0,2018-19,2018-19,teachers,9,18.0%,50
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Wedgwood Elementary School,3026,101114,101114,School,Wedgwood Elementary School,Inexperienced status,3026.0,Wedgwood Elementary School,101114.0,2018-19,2018-19,teachers,6,20.7%,29
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Wedgwood Elementary School,3026,101114,101114,School,Wedgwood Elementary School,Limited Certificate status,3026.0,Wedgwood Elementary School,101114.0,2018-19,2018-19,teachers,0,0.0%,29
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - Wedgwood Elementary School,3026,101114,101114,School,Wedgwood Elementary School,Out-of-Field status,3026.0,Wedgwood Elementary School,101114.0,2018-19,2018-19,teachers,1,3.4%,29
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - West Seattle Elementary School,2645,101098,101098,School,West Seattle Elementary School,Inexperienced status,2645.0,West Seattle Elementary School,101098.0,2018-19,2018-19,teachers,18,42.9%,42
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - West Seattle Elementary School,2645,101098,101098,School,West Seattle Elementary School,Limited Certificate status,2645.0,West Seattle Elementary School,101098.0,2018-19,2018-19,teachers,3,7.1%,42
2018-19,King,17001,Seattle School District #1,100229,Puget Sound Educational Service District 121,100006,Seattle School District #1 - West Seattle Elementary School,2645,101098,101098,School,West Seattle Elementary School,Out-of-Field status,2645.0,West Seattle Elementary School,101098.0,2018-19,2018-19,teachers,2,4.7%,43
